treatment,run_id,problem,arg_type,arg_mut_rate,mem_searching,solution_found,solution_length,update_found,update_first_solution_found,program
PROBLEM_for-loop-index__ARGS_TAG_ONLY__MEM_SEARCH_0__MUT_005,22106,for-loop-index,Tag-based,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_TAG_ONLY__MEM_SEARCH_0__MUT_005,22107,for-loop-index,Tag-based,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_TAG_ONLY__MEM_SEARCH_0__MUT_005,22108,for-loop-index,Tag-based,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_TAG_ONLY__MEM_SEARCH_0__MUT_005,22109,for-loop-index,Tag-based,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_TAG_ONLY__MEM_SEARCH_0__MUT_005,22110,for-loop-index,Tag-based,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_TAG_ONLY__MEM_SEARCH_0__MUT_005,22111,for-loop-index,Tag-based,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_TAG_ONLY__MEM_SEARCH_0__MUT_005,22112,for-loop-index,Tag-based,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_TAG_ONLY__MEM_SEARCH_0__MUT_005,22113,for-loop-index,Tag-based,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_TAG_ONLY__MEM_SEARCH_0__MUT_005,22114,for-loop-index,Tag-based,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_TAG_ONLY__MEM_SEARCH_0__MUT_005,22115,for-loop-index,Tag-based,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_TAG_ONLY__MEM_SEARCH_0__MUT_005,22116,for-loop-index,Tag-based,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_TAG_ONLY__MEM_SEARCH_0__MUT_005,22117,for-loop-index,Tag-based,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_TAG_ONLY__MEM_SEARCH_0__MUT_005,22118,for-loop-index,Tag-based,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_TAG_ONLY__MEM_SEARCH_0__MUT_005,22119,for-loop-index,Tag-based,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_TAG_ONLY__MEM_SEARCH_0__MUT_005,22120,for-loop-index,Tag-based,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_TAG_ONLY__MEM_SEARCH_0__MUT_005,22121,for-loop-index,Tag-based,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_TAG_ONLY__MEM_SEARCH_0__MUT_005,22122,for-loop-index,Tag-based,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_TAG_ONLY__MEM_SEARCH_0__MUT_005,22123,for-loop-index,Tag-based,0.005,0,True,7,100,74,"[LoadStart-Tag(1011010000111100,0001011100110000,1110000010000101),While-Tag(0011011001100110,0100011110010000,0010010110110001),TestNumGreater-Tag(0111110000110100,1100011100100100,0100100000000101),If-Tag(0101100100100100,1011101110101000,0101101011011000),SubmitNum-Tag(1010110110100000,1010010010011111,0010011111111001),LoadStep-Tag(1010100111110001,1010111111001111,1111001010001110),Add-Tag(1010010000101011,1000100100001011,1010000001100101)]"
PROBLEM_for-loop-index__ARGS_TAG_ONLY__MEM_SEARCH_0__MUT_005,22124,for-loop-index,Tag-based,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_TAG_ONLY__MEM_SEARCH_0__MUT_005,22125,for-loop-index,Tag-based,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_TAG_ONLY__MEM_SEARCH_0__MUT_005,22126,for-loop-index,Tag-based,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_TAG_ONLY__MEM_SEARCH_0__MUT_005,22127,for-loop-index,Tag-based,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_TAG_ONLY__MEM_SEARCH_0__MUT_005,22128,for-loop-index,Tag-based,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_TAG_ONLY__MEM_SEARCH_0__MUT_005,22129,for-loop-index,Tag-based,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_TAG_ONLY__MEM_SEARCH_0__MUT_005,22130,for-loop-index,Tag-based,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_TAG_ONLY__MEM_SEARCH_0__MUT_005,22131,for-loop-index,Tag-based,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_TAG_ONLY__MEM_SEARCH_0__MUT_005,22132,for-loop-index,Tag-based,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_TAG_ONLY__MEM_SEARCH_0__MUT_005,22133,for-loop-index,Tag-based,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_TAG_ONLY__MEM_SEARCH_0__MUT_005,22134,for-loop-index,Tag-based,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_TAG_ONLY__MEM_SEARCH_0__MUT_005,22135,for-loop-index,Tag-based,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_TAG_ONLY__MEM_SEARCH_0__MUT_005,22136,for-loop-index,Tag-based,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_TAG_ONLY__MEM_SEARCH_0__MUT_005,22137,for-loop-index,Tag-based,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_TAG_ONLY__MEM_SEARCH_0__MUT_005,22138,for-loop-index,Tag-based,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_TAG_ONLY__MEM_SEARCH_0__MUT_005,22139,for-loop-index,Tag-based,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_TAG_ONLY__MEM_SEARCH_0__MUT_005,22140,for-loop-index,Tag-based,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_TAG_ONLY__MEM_SEARCH_0__MUT_005,22141,for-loop-index,Tag-based,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_TAG_ONLY__MEM_SEARCH_0__MUT_005,22142,for-loop-index,Tag-based,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_TAG_ONLY__MEM_SEARCH_0__MUT_005,22143,for-loop-index,Tag-based,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_TAG_ONLY__MEM_SEARCH_0__MUT_005,22144,for-loop-index,Tag-based,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_TAG_ONLY__MEM_SEARCH_0__MUT_005,22145,for-loop-index,Tag-based,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_TAG_ONLY__MEM_SEARCH_0__MUT_005,22146,for-loop-index,Tag-based,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_TAG_ONLY__MEM_SEARCH_0__MUT_005,22147,for-loop-index,Tag-based,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_TAG_ONLY__MEM_SEARCH_0__MUT_005,22148,for-loop-index,Tag-based,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_TAG_ONLY__MEM_SEARCH_0__MUT_005,22149,for-loop-index,Tag-based,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_TAG_ONLY__MEM_SEARCH_0__MUT_005,22150,for-loop-index,Tag-based,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_TAG_ONLY__MEM_SEARCH_0__MUT_005,22151,for-loop-index,Tag-based,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_TAG_ONLY__MEM_SEARCH_0__MUT_005,22152,for-loop-index,Tag-based,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_TAG_ONLY__MEM_SEARCH_0__MUT_005,22153,for-loop-index,Tag-based,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_TAG_ONLY__MEM_SEARCH_0__MUT_005,22154,for-loop-index,Tag-based,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_TAG_ONLY__MEM_SEARCH_0__MUT_005,22155,for-loop-index,Tag-based,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_TAG_ONLY__MEM_SEARCH_0__MUT_005,22156,for-loop-index,Tag-based,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_TAG_ONLY__MEM_SEARCH_0__MUT_005,22157,for-loop-index,Tag-based,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_TAG_ONLY__MEM_SEARCH_0__MUT_005,22158,for-loop-index,Tag-based,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_TAG_ONLY__MEM_SEARCH_0__MUT_005,22159,for-loop-index,Tag-based,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_TAG_ONLY__MEM_SEARCH_0__MUT_005,22160,for-loop-index,Tag-based,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_TAG_ONLY__MEM_SEARCH_0__MUT_005,22161,for-loop-index,Tag-based,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_TAG_ONLY__MEM_SEARCH_0__MUT_005,22162,for-loop-index,Tag-based,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_TAG_ONLY__MEM_SEARCH_0__MUT_005,22163,for-loop-index,Tag-based,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_TAG_ONLY__MEM_SEARCH_0__MUT_005,22164,for-loop-index,Tag-based,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_TAG_ONLY__MEM_SEARCH_0__MUT_005,22165,for-loop-index,Tag-based,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_TAG_ONLY__MEM_SEARCH_0__MUT_005,22166,for-loop-index,Tag-based,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_TAG_ONLY__MEM_SEARCH_0__MUT_005,22167,for-loop-index,Tag-based,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_TAG_ONLY__MEM_SEARCH_0__MUT_005,22168,for-loop-index,Tag-based,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_TAG_ONLY__MEM_SEARCH_0__MUT_005,22169,for-loop-index,Tag-based,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_TAG_ONLY__MEM_SEARCH_0__MUT_005,22170,for-loop-index,Tag-based,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_TAG_ONLY__MEM_SEARCH_0__MUT_005,22171,for-loop-index,Tag-based,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_TAG_ONLY__MEM_SEARCH_0__MUT_005,22172,for-loop-index,Tag-based,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_TAG_ONLY__MEM_SEARCH_0__MUT_005,22173,for-loop-index,Tag-based,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_TAG_ONLY__MEM_SEARCH_0__MUT_005,22174,for-loop-index,Tag-based,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_TAG_ONLY__MEM_SEARCH_0__MUT_005,22175,for-loop-index,Tag-based,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_TAG_ONLY__MEM_SEARCH_0__MUT_005,22176,for-loop-index,Tag-based,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_TAG_ONLY__MEM_SEARCH_0__MUT_005,22177,for-loop-index,Tag-based,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_TAG_ONLY__MEM_SEARCH_0__MUT_005,22178,for-loop-index,Tag-based,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_TAG_ONLY__MEM_SEARCH_0__MUT_005,22179,for-loop-index,Tag-based,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_TAG_ONLY__MEM_SEARCH_0__MUT_005,22180,for-loop-index,Tag-based,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_TAG_ONLY__MEM_SEARCH_0__MUT_005,22181,for-loop-index,Tag-based,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_TAG_ONLY__MEM_SEARCH_0__MUT_005,22182,for-loop-index,Tag-based,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_TAG_ONLY__MEM_SEARCH_0__MUT_005,22183,for-loop-index,Tag-based,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_TAG_ONLY__MEM_SEARCH_0__MUT_005,22184,for-loop-index,Tag-based,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_TAG_ONLY__MEM_SEARCH_0__MUT_005,22185,for-loop-index,Tag-based,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_TAG_ONLY__MEM_SEARCH_0__MUT_005,22186,for-loop-index,Tag-based,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_TAG_ONLY__MEM_SEARCH_0__MUT_005,22187,for-loop-index,Tag-based,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_TAG_ONLY__MEM_SEARCH_0__MUT_005,22188,for-loop-index,Tag-based,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_TAG_ONLY__MEM_SEARCH_0__MUT_005,22189,for-loop-index,Tag-based,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_TAG_ONLY__MEM_SEARCH_0__MUT_005,22190,for-loop-index,Tag-based,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_TAG_ONLY__MEM_SEARCH_0__MUT_005,22191,for-loop-index,Tag-based,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_TAG_ONLY__MEM_SEARCH_0__MUT_005,22192,for-loop-index,Tag-based,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_TAG_ONLY__MEM_SEARCH_0__MUT_005,22193,for-loop-index,Tag-based,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_TAG_ONLY__MEM_SEARCH_0__MUT_005,22194,for-loop-index,Tag-based,0.005,0,True,10,89,80,"[Close(1010001010101011,1110111010100010,1011001001001110),SubmitNum-Tag(1011111101110111,1000000100010010,1100011001001011),LoadEnd-Tag(0010101000101100,0010000111011011,0011010100111101),SwapMem-Tag(0011000111011111,0011101111010001,0111111001010100),Add-Tag(0100000101111111,1101110011110101,0011100001000101),Add-Tag(1000110000000011,1110001100011101,1111111011010110),TestNumLess-Tag(1010011110011111,1000010110001111,0000000001100100),LoadStep-Tag(0011011100100010,1000001111010010,1110000110001010),IfNot-Tag(0010000011001110,0010000110010000,0111011111011110),LoadStart-Tag(0110101100000111,0101100100110011,1000110111011011)]"
PROBLEM_for-loop-index__ARGS_TAG_ONLY__MEM_SEARCH_0__MUT_005,22195,for-loop-index,Tag-based,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_TAG_ONLY__MEM_SEARCH_0__MUT_005,22196,for-loop-index,Tag-based,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_TAG_ONLY__MEM_SEARCH_0__MUT_005,22197,for-loop-index,Tag-based,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_TAG_ONLY__MEM_SEARCH_0__MUT_005,22198,for-loop-index,Tag-based,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_TAG_ONLY__MEM_SEARCH_0__MUT_005,22199,for-loop-index,Tag-based,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_TAG_ONLY__MEM_SEARCH_0__MUT_005,22200,for-loop-index,Tag-based,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_grade__ARGS_NUM_ONLY__MEM_SEARCH_0__MUT_005,24201,grade,Numeric,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_grade__ARGS_NUM_ONLY__MEM_SEARCH_0__MUT_005,24202,grade,Numeric,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_grade__ARGS_NUM_ONLY__MEM_SEARCH_0__MUT_005,24203,grade,Numeric,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_grade__ARGS_NUM_ONLY__MEM_SEARCH_0__MUT_005,24204,grade,Numeric,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_grade__ARGS_NUM_ONLY__MEM_SEARCH_0__MUT_005,24205,grade,Numeric,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_grade__ARGS_NUM_ONLY__MEM_SEARCH_0__MUT_005,24206,grade,Numeric,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_grade__ARGS_NUM_ONLY__MEM_SEARCH_0__MUT_005,24207,grade,Numeric,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_grade__ARGS_NUM_ONLY__MEM_SEARCH_0__MUT_005,24208,grade,Numeric,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_grade__ARGS_NUM_ONLY__MEM_SEARCH_0__MUT_005,24209,grade,Numeric,0.005,0,True,74,100,75,"[SwapMem-Num(4,8,3),TestNumGreaterTEqu-Num(5,9,3),LoadGrade-Num(6,2,14),SubmitB(15,4,0),LoadThreshB-Num(13,3,1),SubmitA(8,10,2),TestNumGreater-Num(15,0,2),Set-14-Num(10,6,10),Set-14-Num(15,6,5),CopyMem-Num(7,0,5),Mod-Num(3,7,12),Set-3-Num(8,10,12),LoadThreshD-Num(2,10,10),LoadThreshC-Num(4,3,10),LoadThreshA-Num(11,15,3),Close(9,11,10),Set-11-Num(5,6,14),Mod-Num(5,6,12),LoadThreshA-Num(7,14,6),TestNumGreater-Num(7,6,6),Sub-Num(7,11,11),While-Num(6,14,15),TestNumLessTEqu-Num(6,0,1),TestNumLess-Num(11,2,12),Add-Num(2,9,9),Set-14-Num(12,1,4),LoadThreshD-Num(10,8,8),Countdown-Num(8,10,1),Add-Num(15,5,9),Add-Num(6,9,12),Inc-Num(4,6,13),Set-6-Num(1,15,5),SubmitF(6,7,11),SubmitF(13,5,5),Set-3-Num(14,2,13),CopyMem-Num(1,12,7),SubmitD(10,15,7),Set-8-Num(6,0,5),While-Num(3,3,6),Set-9-Num(7,14,2),Set-13-Num(11,6,4),Inc-Num(3,8,8),Add-Num(10,12,5),LoadThreshB-Num(5,10,3),Set-8-Num(3,0,9),Add-Num(8,9,14),Set-10-Num(8,4,2),TestNumLess-Num(12,5,6),Set-12-Num(2,9,6),Set-8-Num(3,15,5),Set-4-Num(6,10,12),Set-6-Num(15,13,11),Not-Num(12,6,13),Div-Num(9,11,4),LoadGrade-Num(6,2,11),Floor-Num(7,4,4),SubmitC(9,11,6),Mult-Num(10,8,12),Add-Num(0,5,1),Mult-Num(15,13,8),Set-13-Num(4,10,6),While-Num(7,12,2),SubmitB(0,14,10),TestNumGreater-Num(6,5,7),Dec-Num(10,8,8),TestNumLess-Num(10,6,3),LoadThreshC-Num(10,7,10),TestNumEqu-Num(1,6,1),TestNumLessTEqu-Num(6,4,5),While-Num(1,7,9),Mod-Num(12,10,4),LoadThreshC-Num(6,7,5),Countdown-Num(0,0,9),LoadThreshD-Num(14,3,7)]"
PROBLEM_grade__ARGS_NUM_ONLY__MEM_SEARCH_0__MUT_005,24210,grade,Numeric,0.005,0,True,41,96,63,"[Mult-Num(10,15,13),SubmitF(9,10,4),TestNumGreater-Num(3,4,8),Set-1-Num(1,0,8),Set-12-Num(9,15,14),Set-0-Num(7,6,12),IfNot-Num(8,0,11),Set-15-Num(3,11,12),Set-9-Num(2,0,6),TestNumNEqu-Num(3,7,13),SubmitD(2,10,11),Countdown-Num(4,15,13),Set-3-Num(9,8,4),Countdown-Num(4,11,3),Set-11-Num(14,7,1),TestNumGreater-Num(3,4,8),TestNumEqu-Num(6,10,15),LoadThreshC-Num(8,0,15),LoadGrade-Num(3,11,12),LoadThreshC-Num(4,14,5),Countdown-Num(3,3,12),TestNumGreater-Num(3,4,8),SubmitA(10,0,6),Sub-Num(0,9,4),SubmitB(1,12,10),TestNumNEqu-Num(15,10,0),TestNumEqu-Num(6,10,15),IfNot-Num(8,2,11),LoadThreshA-Num(8,7,9),LoadGrade-Num(3,3,8),LoadThreshB-Num(4,11,14),Countdown-Num(4,11,3),Countdown-Num(8,2,14),TestNumGreater-Num(3,4,8),IfNot-Num(8,10,11),SubmitC(1,14,8),LoadThreshC-Num(4,11,5),Countdown-Num(4,11,3),TestNumGreater-Num(3,4,8),IfNot-Num(8,0,11),SubmitD(3,0,10)]"
PROBLEM_grade__ARGS_NUM_ONLY__MEM_SEARCH_0__MUT_005,24211,grade,Numeric,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_grade__ARGS_NUM_ONLY__MEM_SEARCH_0__MUT_005,24212,grade,Numeric,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_grade__ARGS_NUM_ONLY__MEM_SEARCH_0__MUT_005,24213,grade,Numeric,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_grade__ARGS_NUM_ONLY__MEM_SEARCH_0__MUT_005,24214,grade,Numeric,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_grade__ARGS_NUM_ONLY__MEM_SEARCH_0__MUT_005,24215,grade,Numeric,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_grade__ARGS_NUM_ONLY__MEM_SEARCH_0__MUT_005,24216,grade,Numeric,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_grade__ARGS_NUM_ONLY__MEM_SEARCH_0__MUT_005,24217,grade,Numeric,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_grade__ARGS_NUM_ONLY__MEM_SEARCH_0__MUT_005,24218,grade,Numeric,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_grade__ARGS_NUM_ONLY__MEM_SEARCH_0__MUT_005,24219,grade,Numeric,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_grade__ARGS_NUM_ONLY__MEM_SEARCH_0__MUT_005,24220,grade,Numeric,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_grade__ARGS_NUM_ONLY__MEM_SEARCH_0__MUT_005,24221,grade,Numeric,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_grade__ARGS_NUM_ONLY__MEM_SEARCH_0__MUT_005,24222,grade,Numeric,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_grade__ARGS_NUM_ONLY__MEM_SEARCH_0__MUT_005,24223,grade,Numeric,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_grade__ARGS_NUM_ONLY__MEM_SEARCH_0__MUT_005,24224,grade,Numeric,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_grade__ARGS_NUM_ONLY__MEM_SEARCH_0__MUT_005,24225,grade,Numeric,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_grade__ARGS_NUM_ONLY__MEM_SEARCH_0__MUT_005,24226,grade,Numeric,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_grade__ARGS_NUM_ONLY__MEM_SEARCH_0__MUT_005,24227,grade,Numeric,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_grade__ARGS_NUM_ONLY__MEM_SEARCH_0__MUT_005,24228,grade,Numeric,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_grade__ARGS_NUM_ONLY__MEM_SEARCH_0__MUT_005,24229,grade,Numeric,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_grade__ARGS_NUM_ONLY__MEM_SEARCH_0__MUT_005,24230,grade,Numeric,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_grade__ARGS_NUM_ONLY__MEM_SEARCH_0__MUT_005,24231,grade,Numeric,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_grade__ARGS_NUM_ONLY__MEM_SEARCH_0__MUT_005,24232,grade,Numeric,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_grade__ARGS_NUM_ONLY__MEM_SEARCH_0__MUT_005,24233,grade,Numeric,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_grade__ARGS_NUM_ONLY__MEM_SEARCH_0__MUT_005,24234,grade,Numeric,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_grade__ARGS_NUM_ONLY__MEM_SEARCH_0__MUT_005,24235,grade,Numeric,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_grade__ARGS_NUM_ONLY__MEM_SEARCH_0__MUT_005,24236,grade,Numeric,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_grade__ARGS_NUM_ONLY__MEM_SEARCH_0__MUT_005,24237,grade,Numeric,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_grade__ARGS_NUM_ONLY__MEM_SEARCH_0__MUT_005,24238,grade,Numeric,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_grade__ARGS_NUM_ONLY__MEM_SEARCH_0__MUT_005,24239,grade,Numeric,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_grade__ARGS_NUM_ONLY__MEM_SEARCH_0__MUT_005,24240,grade,Numeric,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_grade__ARGS_NUM_ONLY__MEM_SEARCH_0__MUT_005,24241,grade,Numeric,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_grade__ARGS_NUM_ONLY__MEM_SEARCH_0__MUT_005,24242,grade,Numeric,0.005,0,False,NONE,NONE,NONE,"NONE"
PROBLEM_grade__ARGS_NUM_ONLY__MEM_SEARCH_0__MUT_005,24243,grade,Numeric,0.005,0,False,NONE,NONE,NONE,"NONE"
